finalWorth,personName,age,country,industries,selfMade,status,gender,gdp_country,total_tax_rate_country,population_country
1400,Sasson Dayan & family,83,Brazil,Finance & Investments,TRUE,U,M,"$1,839,758,040,766 ",65.1,212559417
1400,Chris Ellison,65,Australia,Metals & Mining,TRUE,N,M,"$1,392,680,589,329 ",47.4,25766605
1400,John Farber,97,United States,Manufacturing,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1400,J. Christopher Flowers,65,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1400,Reinold Geiger,75,Switzerland,Fashion & Retail,TRUE,D,M,"$703,082,435,360 ",28.8,8574832
1400,Ali Ghodsi,44,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1400,Lance Gokongwei,55,Philippines,Diversified,FALSE,D,M,"$376,795,508,680 ",43.1,108116615
1400,Guan Yihong,53,China,Food & Beverage,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Rajinder Gupta,64,India,Manufacturing,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Torstein Hagen,80,Switzerland,Service,TRUE,D,M,"$703,082,435,360 ",28.8,8574832
1400,Ayman Hariri,44,France,Construction & Engineering,FALSE,E,M,"$2,715,518,274,227 ",60.7,67059887
1400,Alfredo Harp Helu & family,79,Mexico,Finance & Investments,TRUE,U,M,"$1,258,286,717,125 ",55.1,126014024
1400,He Xiaopeng,45,China,Automotive,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Christoph Henkel,65,United Kingdom,Fashion & Retail,FALSE,E,M,"$2,827,113,184,696 ",30.6,66834405
1400,Daniel Hirschfeld,81,United States,Fashion & Retail,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
1400,Drew Houston,40,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1400,Huang Jinxiang & family,58,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Rameshchandra Jain,74,India,Manufacturing,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Ke Zunhong & family,68,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Kim Taek-jin,56,South Korea,Media & Entertainment,TRUE,D,M,"$2,029,000,000,000 ",33.2,51709098
1400,Koh Wee Meng,59,Singapore,Real Estate,TRUE,U,M,"$372,062,527,489 ",21,5703569
1400,Sergei Kolesnikov,51,Russia,Manufacturing,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
1400,Hemendra Kothari,76,India,Finance & Investments,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Sebastian Kulczyk,42,Switzerland,Finance & Investments,FALSE,E,M,"$703,082,435,360 ",28.8,8574832
1400,Kwee Liong Keng,77,Singapore,Real Estate,FALSE,Split Family Fortune,M,"$372,062,527,489 ",21,5703569
1400,Kwee Liong Phing,65,Singapore,Real Estate,FALSE,Split Family Fortune,M,"$372,062,527,489 ",21,5703569
1400,Kwee Liong Seen,70,Singapore,Real Estate,FALSE,Split Family Fortune,M,"$372,062,527,489 ",21,5703569
1400,Kwee Liong Tek,76,Singapore,Real Estate,FALSE,Split Family Fortune,M,"$372,062,527,489 ",21,5703569
1400,Kwek Leng Keow,71,Singapore,Diversified,FALSE,N,M,"$372,062,527,489 ",21,5703569
1400,Kwek Leng Peck,67,Singapore,Diversified,FALSE,U,M,"$372,062,527,489 ",21,5703569
1400,Lee Ho-jin,60,South Korea,Diversified,FALSE,U,M,"$2,029,000,000,000 ",33.2,51709098
1400,Michael Lee-Chin,72,Canada,Finance & Investments,TRUE,D,M,"$1,736,425,629,520 ",24.5,36991981
1400,Bernard Lewis & family,97,United Kingdom,Fashion & Retail,TRUE,U,M,"$2,827,113,184,696 ",30.6,66834405
1400,William Li,48,China,Automotive,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Jenny Lindén Urnes,52,Sweden,Manufacturing,FALSE,E,F,"$530,832,908,738 ",49.1,10285453
1400,Liu Fangyi,53,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Anatoly Lomakin,70,Russia,Metals & Mining,TRUE,E,M,"$1,699,876,578,871 ",46.2,144373535
1400,Brandt Louie,79,Canada,Food & Beverage,FALSE,D,M,"$1,736,425,629,520 ",24.5,36991981
1400,Lucia Maggi & family,90,Brazil,Diversified,TRUE,Split Family Fortune,F,"$1,839,758,040,766 ",65.1,212559417
1400,Gary Magness,69,United States,Media & Entertainment,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
1400,Mao Lixiang & family,82,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,David McMurtry,82,United Kingdom,Manufacturing,TRUE,D,M,"$2,827,113,184,696 ",30.6,66834405
1400,Deepak Mehta,66,India,Manufacturing,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Miao Shouliang,68,China,Real Estate,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Miao Yongjun,55,China,Healthcare,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Yoshiko Mori,82,Japan,Real Estate,FALSE,U,F,"$5,081,769,542,380 ",46.7,126226568
1400,Marius Nacht,57,Israel,Technology,TRUE,E,M,"$395,098,666,122 ",25.3,9053300
1400,Vadim Novinsky,59,Ukraine,Metals & Mining,TRUE,U,M,"$153,781,069,118 ",45.2,44385155
1400,Niti Osathanugrah,49,Thailand,Finance & Investments,FALSE,D,M,"$543,649,976,166 ",29.5,69625582
1400,Gretel Packer,57,Australia,Finance & Investments,FALSE,D,F,"$1,392,680,589,329 ",47.4,25766605
1400,Pan Longquan,58,China,Manufacturing,TRUE,N,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Pan Shiyi,60,China,Real Estate,TRUE,Split Family Fortune,M,"$19,910,000,000,000 ",59.2,1397715000
1400,David Paul,56,United States,Healthcare,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1400,Tom Persson,38,Sweden,Fashion & Retail,FALSE,D,M,"$530,832,908,738 ",49.1,10285453
1400,Qian Jinghong,50,China,Automotive,TRUE,R,F,"$19,910,000,000,000 ",59.2,1397715000
1400,Qin Long,57,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,M.Satyanarayana Reddy,65,India,Healthcare,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Mochtar Riady & family,93,Indonesia,Diversified,TRUE,D,M,"$1,119,190,780,753 ",30.1,270203917
1400,Rihanna,35,United States,Fashion & Retail,TRUE,D,F,"$21,427,700,000,000 ",36.6,328239523
1400,Boris Rotenberg,66,Russia,Construction & Engineering,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
1400,Subhash Runwal,79,India,Real Estate,TRUE,E,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Igor Rybakov,50,Russia,Manufacturing,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
1400,Carlos Sanchez,61,Brazil,Healthcare,FALSE,E,M,"$1,839,758,040,766 ",65.1,212559417
1400,Martin Selig,85,United States,Real Estate,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1400,Airat Shaimiev,61,Russia,Energy,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
1400,Radik Shaimiev,58,Russia,Energy,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
1400,Nobutoshi Shimamura,97,Japan,Fashion & Retail,TRUE,U,M,"$5,081,769,542,380 ",46.7,126226568
1400,Jared Smith,48,United States,Technology,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1400,Charlotte Soderstrom,46,Sweden,Fashion & Retail,FALSE,D,F,"$530,832,908,738 ",49.1,10285453
1400,Anand Surana,52,India,Healthcare,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Dilip Surana,57,India,Healthcare,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1400,Wilma Tisch,95,United States,Finance & Investments,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
1400,Jianyi Wang,60,China,Technology,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Wang Jilei,58,China,Logistics,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Shuifu Wang,68,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Wang Yanqing & family,76,China,Manufacturing,FALSE,D,F,"$19,910,000,000,000 ",59.2,1397715000
1400,Wang Zelong,26,China,Metals & Mining,FALSE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Werner O. Weber,84,Switzerland,Manufacturing,TRUE,E,M,"$703,082,435,360 ",28.8,8574832
1400,Anne Werninghaus,37,Brazil,Manufacturing,FALSE,U,F,"$1,839,758,040,766 ",65.1,212559417
1400,"Alfred West, Jr.",80,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1400,Bo Wu,68,China,Manufacturing,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Wu Chaoqun,53,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Swift Xie,43,China,Technology,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Xu Guozhong & family,59,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Yao Kuizhang,58,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Yu Peidi,63,China,Real Estate,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Yuan Liping,52,China,Healthcare,FALSE,D,F,"$19,910,000,000,000 ",59.2,1397715000
1400,Zhang Chuanwei & family,60,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Zhang Keqiang,62,China,Real Estate,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Zhang Xin,57,China,Real Estate,TRUE,Split Family Fortune,F,"$19,910,000,000,000 ",59.2,1397715000
1400,Xinghai Zhang & family,60,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Zheng Jianjiang & family,62,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Zhong Sheng Jian,65,Singapore,Real Estate,TRUE,D,M,"$372,062,527,489 ",21,5703569
1400,Zhou Chengjian,57,China,Fashion & Retail,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1400,Boris Zingarevich,63,Russia,Diversified,TRUE,R,M,"$1,699,876,578,871 ",46.2,144373535
1300,A. Jayson Adair,53,United States,Automotive,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1300,Soegiarto Adikoesoemo,85,Indonesia,Logistics,TRUE,R,M,"$1,119,190,780,753 ",30.1,270203917
1300,Rajendra Agarwal,64,India,Healthcare,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Chirayu Amin,76,India,Healthcare,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Anant Asavabhokhin,72,Thailand,Real Estate,TRUE,E,M,"$543,649,976,166 ",29.5,69625582
1300,Roman Avdeev,55,Russia,Finance & Investments,TRUE,R,M,"$1,699,876,578,871 ",46.2,144373535
1300,Ziv Aviram,64,Israel,Automotive,TRUE,D,M,"$395,098,666,122 ",25.3,9053300
1300,Sachin Bansal,41,India,Fashion & Retail,TRUE,E,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Kiki Barki,83,Indonesia,Energy,TRUE,D,M,"$1,119,190,780,753 ",30.1,270203917
1300,Elena Baturina,60,United Kingdom,Construction & Engineering,TRUE,D,F,"$2,827,113,184,696 ",30.6,66834405
1300,Banwari Lal Bawri,70,India,Healthcare,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Othman Benjelloun & family,90,Morocco,Finance & Investments,FALSE,E,M,"$118,725,279,596 ",45.8,36910560
1300,Hari Bhartia,66,India,Diversified,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Shyam Bhartia,70,India,Healthcare,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Stewart Butterfield,50,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1300,Cai Mingtong,71,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Anthony Casalena,40,United States,Technology,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1300,Chang Jianming & family,58,China,Manufacturing,TRUE,N,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Chen Xuehua,62,China,Metals & Mining,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Chen Yin,50,China,Manufacturing,TRUE,N,M,"$19,910,000,000,000 ",59.2,1397715000
1300,R. Marcelo Claure,52,United States,Telecom,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,Alberto Cortina,77,Spain,Finance & Investments,TRUE,E,M,"$1,394,116,310,769 ",47,47076781
1300,Eduardo Costantini,76,Argentina,Real Estate,TRUE,D,M,"$449,663,446,954 ",106.3,44938712
1300,Wenjun Dai,54,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Anand Deshpande,60,India,Technology,TRUE,E,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Aydin Dogan,86,Turkey,Media & Entertainment,TRUE,U,M,"$754,411,708,203 ",42.3,83429615
1300,Annalisa Doris,52,Italy,Finance & Investments,FALSE,N,F,"$2,001,244,392,042 ",59.1,60297396
1300,Massimo Doris,55,Italy,Finance & Investments,FALSE,N,M,"$2,001,244,392,042 ",59.1,60297396
1300,Weimin Du,59,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Timothy Dunn & family,67,United States,Energy,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,Keiko Erikawa,74,Japan,Media & Entertainment,TRUE,Split Family Fortune,F,"$5,081,769,542,380 ",46.7,126226568
1300,Yoichi Erikawa,72,Japan,Media & Entertainment,TRUE,Split Family Fortune,M,"$5,081,769,542,380 ",46.7,126226568
1300,Philip Fayer,45,Canada,Finance & Investments,TRUE,D,M,"$1,736,425,629,520 ",24.5,36991981
1300,Marvy Finger,87,United States,Real Estate,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1300,Simona Giorgetta,45,Italy,Construction & Engineering,FALSE,E,F,"$2,001,244,392,042 ",59.1,60297396
1300,Joel Greenberg,65,United States,Finance & Investments,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,He Zhiping,59,China,Finance & Investments,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Heikki Herlin,36,Finland,Manufacturing,FALSE,U,M,"$268,761,201,365 ",36.6,5520314
1300,Hoi Kin Hong,70,China,Real Estate,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Gregg Hymowitz,57,United States,Finance & Investments,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,Mitchell Jacobson,72,United States,Service,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
1300,Anurang Jain,61,India,Manufacturing,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Jiang Guiting & family,64,China,Manufacturing,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Jin Xin,56,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Conni Jonsson,62,Sweden,Finance & Investments,TRUE,D,M,"$530,832,908,738 ",49.1,10285453
1300,George Joseph,101,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1300,Laurent Junique,57,Singapore,Technology,TRUE,U,M,"$372,062,527,489 ",21,5703569
1300,Zbigniew Juroszek & family,60,Poland,Diversified,TRUE,U,M,"$592,164,400,688 ",40.8,37970874
1300,Alexander Karp,55,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1300,Joe Kiani,58,United States,Healthcare,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,Seth Klarman,65,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1300,Kagemasa Kozuki,82,Japan,Technology,TRUE,D,M,"$5,081,769,542,380 ",46.7,126226568
1300,Michael Krasny,69,United States,Technology,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1300,Eduard Kucera,70,Czech Republic,Technology,TRUE,D,M,"$246,489,245,495 ",46.1,10669709
1300,Kristo Käärmann,42,United Kingdom,Finance & Investments,TRUE,U,M,"$2,827,113,184,696 ",30.6,66834405
1300,Gary Lauder,60,United States,Fashion & Retail,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
1300,Lee Hae-jin,55,South Korea,Technology,TRUE,D,M,"$2,029,000,000,000 ",33.2,51709098
1300,Art Levinson,73,United States,Diversified,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1300,Li Denghai,73,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Fengluan Li,61,China,Diversified,TRUE,E,F,"$19,910,000,000,000 ",59.2,1397715000
1300,Li Yongqing,58,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Li Zhigang,46,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Liu Gexin & family,71,China,Healthcare,TRUE,R,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Itamar Locks & family,68,Brazil,Food & Beverage,FALSE,Split Family Fortune,M,"$1,839,758,040,766 ",65.1,212559417
1300,Lu Hongyan,45,China,Media & Entertainment,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Lv Jianming,58,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Blairo Maggi,66,Brazil,Food & Beverage,FALSE,Split Family Fortune,M,"$1,839,758,040,766 ",65.1,212559417
1300,Yasseen Mansour,61,Egypt,Diversified,TRUE,U,M,"$303,175,127,598 ",44.4,100388073
1300,George Marcus,81,United States,Real Estate,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1300,Yves-Loic Martin,57,France,Healthcare,TRUE,D,M,"$2,715,518,274,227 ",60.7,67059887
1300,Carsten Maschmeyer,63,Germany,Finance & Investments,TRUE,U,M,"$3,845,630,030,824 ",48.8,83132799
1300,Martin Moller Nielsen,58,Switzerland,Logistics,TRUE,E,M,"$703,082,435,360 ",28.8,8574832
1300,Jahm Najafi,60,United States,Finance & Investments,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,Randal Nardone,67,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1300,Nguyen Dang Quang,59,Vietnam,Food & Beverage,TRUE,D,M,"$261,921,244,843 ",37.6,96462106
1300,Kazuo Okada,80,Japan,Gambling & Casinos,TRUE,D,M,"$5,081,769,542,380 ",46.7,126226568
1300,John Oyler,55,United States,Healthcare,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1300,George Pedersen & family,87,United States,Manufacturing,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1300,Qu Miranda,38,China,Fashion & Retail,TRUE,D,F,"$19,910,000,000,000 ",59.2,1397715000
1300,Jupally Rameshwar Rao,67,India,Real Estate,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
1300,G. M. Rao,72,India,Logistics,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,P.V. Ramprasad Reddy,65,India,Healthcare,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Satish Reddy,55,India,Healthcare,FALSE,E,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Fernando Roig,75,Spain,Fashion & Retail,FALSE,D,M,"$1,394,116,310,769 ",47,47076781
1300,Igor Rotenberg,49,Russia,Diversified,TRUE,R,M,"$1,699,876,578,871 ",46.2,144373535
1300,Seifeddin Rustamov,60,United States,Manufacturing,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,Deniz Sahenk,77,Turkey,Diversified,FALSE,E,F,"$754,411,708,203 ",42.3,83429615
1300,Nobutada Saji,77,Japan,Food & Beverage,FALSE,U,M,"$5,081,769,542,380 ",46.7,126226568
1300,Hajime Satomi,81,Japan,Gambling & Casinos,TRUE,E,M,"$5,081,769,542,380 ",46.7,126226568
1300,James Scapa,66,United States,Technology,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1300,Devi Shetty,70,India,Healthcare,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
1300,Albert Shigaboutdinov,70,Russia,Diversified,TRUE,E,M,"$1,699,876,578,871 ",46.2,144373535
1300,Denis Shtengelov,50,Australia,Food & Beverage,TRUE,N,M,"$1,392,680,589,329 ",47.4,25766605
1300,Fei Song,56,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Hal Steinbrenner,54,United States,Sports,FALSE,N,M,"$21,427,700,000,000 ",36.6,328239523
1300,Jessica Steinbrenner,59,United States,Sports,FALSE,N,F,"$21,427,700,000,000 ",36.6,328239523
1300,Jennifer Steinbrenner Swindal,63,United States,Sports,FALSE,N,F,"$21,427,700,000,000 ",36.6,328239523
1300,Konstantin Strukov & family,64,Russia,Metals & Mining,TRUE,R,M,"$1,699,876,578,871 ",46.2,144373535
1300,Rustem Sulteev,69,Russia,Energy,TRUE,E,M,"$1,699,876,578,871 ",46.2,144373535
1300,Clemens Toennies,66,Germany,Food & Beverage,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
1300,Robert Toennies,44,Germany,Food & Beverage,FALSE,D,M,"$3,845,630,030,824 ",48.8,83132799
1300,John Van Lieshout,77,Australia,Real Estate,TRUE,D,M,"$1,392,680,589,329 ",47.4,25766605
1300,Pongsak Viddayakorn,89,Thailand,Healthcare,TRUE,U,M,"$543,649,976,166 ",29.5,69625582
1300,Wang Jianguo,63,China,Fashion & Retail,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Junjin Wang,54,China,Service,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Wang Mingwang,55,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Wei Lidong & family,47,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Wu Xiaoge,50,China,Manufacturing,TRUE,Split Family Fortune,F,"$19,910,000,000,000 ",59.2,1397715000
1300,Wu Xushun & family,74,China,Diversified,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Xiong Xiaochuan,57,China,Healthcare,TRUE,N,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Xu Shaochun,60,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Yan Jane & family,53,China,Technology,TRUE,U,F,"$19,910,000,000,000 ",59.2,1397715000
1300,Zeng Chaoyi,54,China,Manufacturing,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Peng Zhao,52,China,Service,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
1300,Kostyantin Zhevago,49,Ukraine,Metals & Mining,TRUE,E,M,"$153,781,069,118 ",45.2,44385155
1200,Sanjay Agarwal,52,India,Finance & Investments,TRUE,E,M,"$2,611,000,000,000 ",49.7,1366417754
1200,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,Finance & Investments,FALSE,E,M,"$183,466,208,791 ",11.3,2832067
1200,Joao Alves de Queiroz Filho,70,Brazil,Diversified,TRUE,U,M,"$1,839,758,040,766 ",65.1,212559417
1200,Jose Maria Aristrain,60,Switzerland,Metals & Mining,FALSE,E,M,"$703,082,435,360 ",28.8,8574832
1200,Michael Arougheti,50,United States,Finance & Investments,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1200,Tope Awotona,41,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1200,Mehmet Aydinlar,66,Turkey,Healthcare,TRUE,D,M,"$754,411,708,203 ",42.3,83429615
1200,Danna Azrieli,55,Israel,Real Estate,FALSE,D,F,"$395,098,666,122 ",25.3,9053300
1200,Naomi Azrieli,57,Canada,Real Estate,FALSE,D,F,"$1,736,425,629,520 ",24.5,36991981
1200,Sharon Azrieli,62,Canada,Real Estate,FALSE,D,F,"$1,736,425,629,520 ",24.5,36991981
1200,Bai Houshan,59,China,Energy,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1200,Thomas Bailey,86,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1200,Bernhard Braun-Luedicke,46,Germany,Healthcare,FALSE,D,M,"$3,845,630,030,824 ",48.8,83132799
1200,Eva Maria Braun-Luedicke,36,Germany,Healthcare,FALSE,D,F,"$3,845,630,030,824 ",48.8,83132799
1200,Friederike Braun-Luedicke,39,Germany,Healthcare,FALSE,E,F,"$3,845,630,030,824 ",48.8,83132799
1200,Jeffrey Cheah,78,Malaysia,Real Estate,TRUE,D,M,"$364,701,517,788 ",38.7,32447385
1200,Chen Xianbao & family,63,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1200,Cheng Xianfeng,54,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1200,Chung Yong-jin,54,South Korea,Fashion & Retail,FALSE,D,M,"$2,029,000,000,000 ",33.2,51709098
1200,Darwin Deason,82,United States,Service,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1200,Diego Della Valle,69,Italy,Fashion & Retail,FALSE,D,M,"$2,001,244,392,042 ",59.1,60297396
1200,Ashwin Desai,71,India,Manufacturing,TRUE,N,M,"$2,611,000,000,000 ",49.7,1366417754
1200,Richard Desmond,71,United Kingdom,Media & Entertainment,TRUE,D,M,"$2,827,113,184,696 ",30.6,66834405
1200,Ding Shui Po,52,China,Fashion & Retail,FALSE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1200,Sefik Yilmaz Dizdar,85,Turkey,Fashion & Retail,TRUE,U,M,"$754,411,708,203 ",42.3,83429615
1200,Mathias Doepfner,60,Germany,Media & Entertainment,FALSE,D,M,"$3,845,630,030,824 ",48.8,83132799
1200,Farhad Ebrahimi,84,United States,Manufacturing,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1200,Jose Roberto Ermirio de Moraes,65,Brazil,Diversified,FALSE,D,M,"$1,839,758,040,766 ",65.1,212559417
1200,Jose Ermirio de Moraes Neto,70,Brazil,Diversified,FALSE,D,M,"$1,839,758,040,766 ",65.1,212559417
1200,Fang Hongbo,56,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1200,David Feffer,66,Brazil,Manufacturing,FALSE,D,M,"$1,839,758,040,766 ",65.1,212559417
1200,Zsolt Felcsuti,51,Hungary,Manufacturing,TRUE,N,M,"$160,967,157,504 ",37.9,9769949
1200,Ben Francis,30,United Kingdom,Fashion & Retail,TRUE,N,M,"$2,827,113,184,696 ",30.6,66834405
1200,Gary Friedman,65,United States,Fashion & Retail,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1200,Dan Gertler,49,Israel,Metals & Mining,FALSE,E,M,"$395,098,666,122 ",25.3,9053300
1200,Balkrishan Goenka,56,India,Manufacturing,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1200,Lawrence Golub,63,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1200,Saroj Rani Gupta,72,India,Manufacturing,TRUE,N,F,"$2,611,000,000,000 ",49.7,1366417754
